date,sales,promo,product_id,price,marketing_spend
2024-11-29,213.09746859307938,0,P003,19.87,176.41
2023-09-30,170.49535749729984,0,P007,8.19,500.21
2024-03-28,222.74842236353956,0,P003,19.77,22.31
2024-11-03,91.8121431443112,0,P006,37.49,95.28
2023-04-07,179.8964648455439,0,P003,19.76,49.53
2024-11-24,140.47580322859892,0,P001,12.47,73.81
2023-11-25,141.93128514213666,0,P007,8.14,561.03
2024-10-04,95.59329778525054,0,P008,42.64,415.88
2024-08-13,238.65551271223427,0,P003,19.82,416.11
2023-08-09,195.29791320050217,0,P003,19.78,403.47
2023-01-17,154.66292723683708,0,P007,8.09,236.62
2024-01-14,111.44203074413294,0,P004,28.2,105.43
2024-08-20,227.73357946638626,0,P003,20.06,164.26
2024-05-26,173.13522659997247,0,P007,8.29,186.33
2024-11-01,104.63705504879215,0,P006,37.48,23.3
2023-05-14,170.97191738981405,0,P003,19.9,583.64
2023-02-09,171.57252552266561,0,P003,19.98,459.41
2023-03-31,112.96306705679305,0,P010,11.29,199.24
2023-05-31,125.70900057772249,32,P008,42.76,181.97
2023-01-06,192.97191059594167,0,P003,19.99,459.4
2024-10-03,157.06864031336414,0,P009,11.43,61.8
2023-09-14,83.55167865208276,0,P006,36.83,124.44
2024-01-10,126.38644009269942,0,P010,11.47,884.37
2023-08-04,80.0470867337951,0,P004,28.44,746.84
2024-03-06,102.13859470151097,0,P004,28.18,706.48
2023-12-13,92.13319384132242,0,P005,32.04,686.35
2023-10-23,191.27245321152844,0,P003,20.32,212.79
2024-09-23,70.53331717563479,0,P005,31.48,657.32
2023-03-02,153.8960709004483,24,P009,11.22,122.2
2024-01-31,105.88621800343633,0,P005,31.88,802.11
2024-11-28,172.77007250194058,0,P007,8.29,473.77
2024-08-03,93.47415771892831,0,P006,37.34,77.33
2023-01-14,70.80801060507521,0,P010,11.34,238.14
2023-02-10,87.6575995100619,0,P008,42.71,115.06
2023-01-19,85.25216852366229,0,P005,31.64,514.92
2024-06-27,177.3231076383417,0,P007,8.1,814.37
2024-10-31,126.90283108795424,0,P001,12.61,214.16
2024-10-10,205.73094226727417,0,P003,20.35,582.34
2023-08-11,81.43790027408347,0,P008,43.13,321.04
2023-08-10,99.02151252496671,0,P005,31.85,140.09
2024-11-22,117.59022081345472,0,P008,42.48,193.98
2023-03-20,92.43290159263066,0,P010,11.38,238.9
2023-12-12,155.96549880121657,0,P007,8.2,37.24
2023-08-23,128.98957283626254,0,P007,8.17,632.4
2024-02-23,161.008084039373,0,P009,11.32,87.89
2023-11-10,68.34483363334321,0,P006,37.15,20.24
2024-06-26,113.80659001079484,0,P008,43.03,217.61
2024-02-26,167.1351367362025,0,P007,8.38,208.44
2024-01-13,211.2152390588967,0,P009,11.33,51.27
2024-05-07,161.50261464992644,0,P007,8.19,602.42
2023-12-13,60.83216408259523,0,P010,11.26,616.35
2023-12-26,159.68378471234863,0,P007,8.25,53.15
2024-01-02,116.22495088933258,0,P004,28.38,190.87
2023-09-08,44.6473526294766,0,P010,11.51,615.81
2024-05-14,201.41403487988396,0,P003,20.13,253.15
2023-06-04,108.18681634976582,0,P008,42.93,71.01
2023-10-22,80.0189367440869,0,P006,37.31,5.13
2023-01-24,119.50636968976433,0,P004,28.84,710.94
2023-10-05,90.84205525038467,0,P005,32.49,193.02
2023-03-11,99.0645661217703,0,P001,12.64,70.34
2024-06-19,116.49715745959845,0,P004,28.34,537.08
2024-01-14,93.03667934294714,0,P008,43.25,271.92
2024-03-05,100.35269256633339,0,P008,43.48,8.45
2024-09-04,111.99770415242263,0,P008,43.28,107.97
2024-09-13,83.8833258987574,0,P006,37.72,138.7
2024-11-19,165.73904106574946,0,P007,8.12,789.24
2023-07-16,178.0864282369721,0,P009,11.43,99.97
2023-09-08,74.52679289553926,0,P005,31.89,593.76
2024-08-24,58.30886765794354,0,P002,17.62,99.73
2024-04-11,116.52640692909907,0,P001,12.58,118.7
2023-07-19,97.88466882622578,0,P001,12.56,7.6
2023-05-17,185.16218356946558,0,P003,19.45,401.08
2023-05-08,100.10890042215553,0,P006,37.51,98.96
2024-06-16,82.045026787157,0,P005,31.24,104.72
2024-06-02,105.48141156461651,0,P001,12.47,188.3
2024-09-30,62.80015309292616,0,P002,17.66,77.98
2023-08-18,132.51148304382372,0,P009,11.51,11.66
2023-04-18,118.36105466509659,0,P004,28.37,604.5
2023-09-25,118.76354230985753,0,P004,28.13,289.23
2023-12-26,67.64290648735188,0,P010,11.49,786.95
2023-03-14,151.5237707006504,0,P007,8.06,416.1
2023-02-16,109.09755001521928,0,P004,28.38,633.24
2024-05-24,178.34514900013443,0,P009,11.28,25.74
2023-09-09,43.8294303943681,0,P002,17.68,626.06
2023-04-23,42.413628752048034,0,P002,17.95,683.71
2024-02-10,118.62331182582892,0,P010,11.18,74.36
2023-11-16,96.82385449161497,0,P008,42.94,295.12
2023-09-17,41.52651437263502,0,P002,17.89,914.35
2023-06-04,172.76464662720932,0,P009,11.53,23.04
2024-02-06,108.97483982506647,0,P004,29.05,405.05
2024-11-25,194.89447307833402,0,P003,19.91,208.52
2024-02-18,104.35259661528671,0,P008,44.07,129.88
2024-03-22,94.33243528244724,0,P005,31.54,766.42
2024-04-26,157.89836244783874,0,P007,8.18,86.79
2023-11-04,148.0358876268757,0,P007,8.3,573.07
2024-08-28,97.90950917136367,0,P010,11.2,863.96
2024-07-04,160.15947853780705,0,P001,12.72,141.0
2024-04-08,54.39582212909861,0,P010,11.27,327.68
2023-12-21,131.51850737535295,0,P009,11.33,40.68
2024-10-10,108.64738245095573,0,P006,37.4,20.66
2023-07-01,58.95149160484507,0,P002,18.04,343.22
2024-08-04,95.96204878108355,0,P005,31.69,286.92
2024-11-29,90.9770151303915,0,P005,31.73,529.88
2024-11-25,66.3805492114926,0,P010,11.49,397.67
2024-09-30,109.45634832664612,0,P004,27.87,233.5
2023-01-26,104.37296557072679,0,P008,43.33,412.42
2023-01-10,61.37720891302734,0,P010,11.19,582.68
2023-08-26,135.96490085969927,0,P009,11.33,19.05
2024-03-01,51.667835434096496,0,P002,17.7,364.47
2023-04-12,110.43981568485091,0,P008,43.07,68.73
2024-03-21,77.49516840538301,0,P010,11.15,64.84
2024-06-09,92.05325641904903,0,P006,37.02,98.4
2023-08-17,112.42183744833365,0,P001,12.54,190.71
2024-11-22,85.57157217113004,0,P005,31.45,227.43
2024-03-28,107.09143475799276,0,P004,28.5,28.15
2024-01-27,107.09125595525735,0,P006,37.12,7.29
2023-07-28,186.98162534214396,0,P003,19.8,563.65
2024-12-30,174.79170209104942,0,P007,8.21,43.31
2024-01-05,101.75527676696505,0,P006,37.28,0.44
2023-02-21,130.3245624612522,0,P004,28.72,609.94
2024-07-06,126.44236055508284,0,P004,28.28,773.64
2024-06-01,109.41423040541875,0,P004,27.85,670.36
2023-02-26,140.82469054325725,0,P007,8.23,550.0
2023-06-16,133.79191066023645,0,P001,12.7,47.67
2024-11-06,92.1835198939423,0,P005,31.6,340.84
2024-04-16,129.97292997420018,0,P004,28.17,395.33
2024-01-02,148.60246432620025,0,P001,12.43,179.41
2023-07-24,183.59093899430388,0,P009,11.43,61.13
2024-10-02,113.18437633566391,0,P006,36.48,33.12
2023-05-09,100.12683430673763,0,P008,44.0,402.44
2023-01-12,142.53825872351828,0,P001,12.67,10.09
2023-11-12,163.977197552404,0,P009,11.45,0.01
2023-07-16,49.04919021822337,0,P002,17.7,78.66
2024-12-25,92.90404064133737,0,P006,36.69,60.92
2023-03-18,41.07120218638387,0,P002,17.83,46.16
2023-08-10,159.63485021587272,0,P009,11.55,11.06
2023-01-15,85.12110863330388,0,P005,31.43,816.36
2023-10-29,85.66030935039454,0,P006,36.91,114.79
2024-12-29,116.55258601033785,0,P004,28.15,579.42
2024-07-29,65.00468724421229,0,P010,11.56,531.23
2024-05-08,104.69711845598286,0,P004,28.76,354.81
2023-03-26,142.91195736795854,0,P009,11.34,16.84
2023-12-19,161.42896654960472,0,P007,8.26,138.76
2024-09-15,93.04841974323374,0,P005,31.04,660.46
2023-04-16,179.86716633040828,0,P003,19.77,581.07
2023-10-12,113.11870295806395,0,P006,37.53,145.94
2024-12-13,103.83483210690682,0,P005,31.6,911.93
2023-09-25,84.36416956374111,0,P006,36.54,92.48
2024-09-07,165.48873251134927,0,P009,11.39,61.72
2023-10-11,55.440287303372386,0,P002,17.82,2.59
2023-02-18,75.48045917916194,0,P005,31.86,734.25
2023-04-02,114.47264262491898,0,P001,12.7,68.65
2024-10-03,66.87322887299788,0,P010,11.32,790.23
2024-12-17,95.26004541208823,0,P010,11.5,689.61
2024-11-28,112.40156112729944,0,P004,28.4,514.89
2023-12-12,109.92563703509744,0,P004,28.51,414.91
2024-11-21,115.27405032649442,0,P004,28.13,148.42
2024-09-05,215.5293379364162,0,P003,19.92,244.66
2024-05-25,122.88858216652545,22,P008,42.77,91.79
2024-03-04,189.36259208351152,0,P007,8.14,372.48
2024-02-18,176.1000501525903,0,P007,8.34,439.22
2024-11-29,123.43477257195266,0,P001,12.69,20.27
2024-07-31,122.24388954322936,0,P001,12.6,125.83
2023-03-05,112.23389643007921,0,P001,12.67,70.88
2023-12-24,158.12117647110347,0,P009,11.35,123.49
2023-12-12,226.34922991457523,0,P003,20.38,605.37
2023-10-04,71.33481976774675,0,P005,31.32,155.13
2023-02-01,112.16105435402872,0,P004,28.22,487.73
2024-08-25,81.70209913813196,0,P005,31.83,74.85
2024-09-29,97.82742937800764,0,P004,28.06,237.91
2023-09-23,172.3853082529287,0,P003,19.89,96.61
2024-12-01,109.34144897305205,0,P004,28.49,385.02
2024-05-01,181.37024866734686,0,P009,11.22,134.47
2024-07-24,83.80529579791921,0,P010,11.31,277.32
2023-06-13,135.97500795420888,0,P007,8.12,542.06
2024-08-12,105.54432428868354,0,P004,28.26,263.36
2024-11-15,88.24407890671976,0,P006,36.81,38.01
2024-12-07,171.4659393753483,0,P007,8.15,68.17
2023-12-25,92.10199838708232,0,P008,41.91,16.7
2023-10-12,99.8875398350151,0,P005,31.81,437.66
2024-10-03,171.94870868573247,0,P007,8.15,506.26
2024-02-23,105.89384574345621,0,P008,43.98,345.76
2024-07-03,114.42794332458267,0,P006,36.91,100.12
2024-07-22,146.64915362351522,0,P007,8.06,315.17
2023-10-17,101.53424653517303,0,P006,36.59,129.19
2023-01-04,132.44914281317475,0,P007,8.3,826.65
2023-09-20,87.63378136325794,0,P005,32.35,765.74
2023-12-22,90.45591047999419,0,P010,11.35,886.61
2023-08-07,161.64682084128404,0,P007,8.08,40.28
2023-09-18,106.75564902585225,0,P010,11.19,380.14
2023-10-22,82.79235403090813,0,P008,42.71,22.09
2023-12-31,102.04658671610355,0,P010,11.48,127.49
2023-07-23,93.4321831382675,0,P005,31.9,170.51
2024-03-23,176.5755190792849,0,P009,11.5,124.29
2024-03-17,118.286891170336,0,P008,43.17,322.19
2023-09-10,144.9228081527319,0,P007,8.11,672.0
2024-01-09,102.25098189418037,0,P005,31.16,761.71
2024-11-12,117.31335267638903,0,P006,37.8,34.85
2023-08-26,71.56919856357045,0,P010,11.33,575.55
2023-09-23,114.99126663147281,0,P001,12.58,31.28
2023-04-17,86.8532329592364,0,P005,31.76,921.26
2023-06-12,84.84603068932053,0,P001,12.44,36.21
2023-11-20,95.80664158172178,0,P008,42.71,181.4
2024-06-18,97.67179536201141,0,P004,28.36,156.51
2023-07-26,157.95432841513346,0,P009,11.28,90.92
2023-06-15,177.82534432525216,0,P009,11.26,122.36
2024-07-19,122.20689294190669,0,P001,12.84,145.99
2023-08-23,69.66501262601932,0,P005,31.61,801.35
2023-05-20,92.62529703627922,0,P006,36.79,137.0
2023-07-04,91.4882906279514,0,P010,11.22,2.5
2024-03-05,184.14392204484284,0,P009,11.42,46.81
2024-04-17,210.0625269067202,0,P003,20.32,383.86
2024-03-12,64.2857434821034,0,P002,17.97,688.94
2023-09-09,38.065078188048055,0,P010,11.24,683.33
2023-12-21,53.338028297200005,0,P002,17.68,624.28
2023-05-03,92.74332183973117,0,P008,42.77,493.53
2024-10-08,55.209344213787176,0,P002,17.96,194.28
2024-12-08,142.86340503940542,0,P001,12.39,168.19
2023-11-09,99.4841637218638,0,P006,36.99,98.81
2023-09-01,89.06159323448308,0,P008,43.02,475.51
2024-05-31,184.34163901865534,0,P007,8.34,571.8
2023-11-05,96.80509320362445,0,P006,37.52,95.66
2024-07-07,74.93449957694045,0,P010,11.36,342.17
2023-02-28,112.42810282235301,0,P006,37.33,155.13
2024-09-05,104.95191514877168,0,P006,37.64,22.48
2024-11-04,161.41475112292747,0,P007,8.22,487.97
2024-01-12,142.03783986715524,0,P007,8.17,512.06
2024-11-25,82.96683421267973,0,P006,37.4,39.82
2023-02-10,103.93153163098007,0,P005,31.58,142.81
2024-11-24,58.64800029276138,0,P002,17.65,291.04
2023-03-03,72.34259242509303,0,P010,11.15,735.27
2024-10-31,104.05490076035,0,P005,31.16,260.53
2024-02-22,94.09117901370878,0,P004,27.96,313.06
2024-09-28,188.03333203826253,0,P009,11.42,71.45
2024-02-29,140.79492826137763,0,P004,28.79,25.67
2024-12-05,141.80561215060814,0,P001,12.61,208.91
2024-03-20,67.65394492719048,0,P010,11.49,727.68
2023-06-08,120.90884949647302,0,P006,37.19,0.82
2023-04-28,164.38734891882714,0,P003,20.13,437.38
2023-02-19,94.20719513891935,0,P006,37.4,24.56
2023-05-25,119.52275725893611,0,P004,28.21,149.02
2023-12-09,139.24515204803697,0,P001,12.46,65.99
2024-05-11,94.1257947393683,0,P005,31.77,173.99
2024-03-03,155.22889279371145,0,P007,8.22,53.42
2024-11-21,57.54020079152972,0,P010,11.19,343.65
2023-12-31,177.4545923290943,0,P009,11.52,92.93
2023-11-04,48.67800339774244,0,P010,11.21,173.78
2024-01-25,162.4146067743678,0,P007,8.09,835.03
2024-08-29,182.06498111708436,0,P009,11.34,133.35
2023-06-13,180.2313317047977,0,P009,11.41,114.49
2023-01-17,91.43311434760271,0,P010,11.2,523.18
2023-09-06,176.69382308253134,0,P003,20.3,255.74
2023-06-11,85.62946846246383,0,P005,31.14,177.29
2023-10-29,154.44996349972254,0,P007,8.26,3.39
2023-08-25,139.1737045579698,0,P001,12.68,105.14
2023-05-25,92.5789223081952,0,P008,42.8,372.85
2024-01-29,100.20301539386568,0,P005,31.02,372.05
2024-02-21,79.49307113712237,0,P010,11.29,523.2
2023-11-18,102.0314342480223,0,P008,43.09,232.88
2024-12-04,90.8747197748658,0,P005,31.69,126.91
2024-06-14,106.5858462736508,0,P008,42.96,481.27
2024-08-14,130.77181801065706,0,P009,11.4,19.09
2024-11-18,142.4275346974785,0,P001,12.71,47.48
2023-12-12,56.59705201125258,0,P002,17.94,755.83
2024-05-13,95.44493820528474,0,P006,36.69,33.17
2024-10-20,113.04121810334586,0,P004,28.85,264.9
2023-04-02,185.25962443379547,0,P003,19.9,389.85
2023-02-10,203.40574146899198,0,P009,11.26,24.64
2024-07-03,76.52130285556363,0,P002,17.7,907.44
2023-12-30,99.81915736339593,0,P010,11.38,180.13
2024-10-18,199.48812017808297,0,P003,20.23,338.34
2023-05-26,96.0047823009785,0,P005,31.34,106.09
2023-04-20,56.237535395657915,0,P002,17.76,64.55
2024-03-30,104.43324727352469,0,P010,11.36,532.92
2024-08-17,161.64598450101371,0,P009,11.25,29.22
2023-05-06,99.85129743272779,0,P006,37.35,23.57
2024-02-08,121.92615894306971,0,P001,12.64,6.28
2023-03-11,170.13638794266438,0,P003,19.86,294.93
2023-09-11,44.93036545594759,0,P002,17.58,765.75
2023-05-30,133.21010136143042,0,P004,28.24,83.27
2023-09-29,127.61060355591798,0,P009,11.62,67.47
2023-05-24,93.8386965678035,0,P005,31.93,746.48
2023-08-26,141.65133484563736,0,P001,12.78,65.42
2023-06-20,104.5022426349021,0,P006,37.13,168.26
2023-11-13,130.77274081029253,0,P010,11.32,656.46
2023-07-18,54.617588225403104,0,P002,17.59,478.12
2024-09-03,57.20683160677443,0,P002,18.1,762.3
2023-10-28,188.26878930649406,0,P003,19.88,238.55
2024-03-05,119.2621553389005,0,P004,28.75,80.23
2024-08-08,155.9820094352209,0,P009,11.41,79.84
2023-12-14,94.93689283255642,0,P004,28.75,257.15
2023-09-20,74.15457392820342,0,P010,11.2,177.16
2024-09-10,102.00055697322864,0,P005,31.6,143.33
2023-05-17,104.78778795994903,0,P004,28.63,56.52
2023-06-23,103.23572309782739,0,P006,37.5,22.51
2024-12-09,175.57923005012577,0,P009,11.42,114.96
2024-10-08,119.2329828857595,0,P010,11.42,362.33
2023-01-21,175.56829689509317,0,P003,19.68,52.6
2024-11-06,102.01479213551026,0,P008,43.48,269.09
2023-02-25,79.51610436036214,0,P006,36.72,114.05
2023-07-11,73.58129770623826,0,P010,11.16,653.93
2024-07-18,102.28414608222356,0,P006,36.02,105.81
2023-05-19,170.82871777345292,0,P007,8.11,88.89
2024-04-18,107.16517451138726,0,P006,36.56,147.6
2024-04-09,94.29671947450407,0,P006,36.74,163.83
2024-03-08,117.5922657331772,0,P006,37.06,29.2
2023-01-25,37.2415512142479,0,P002,18.01,640.4
