date,product_id,sales,price,promo,marketing_spend,sales_roll_mean_7,sales_roll_std_7
2023-02-24,P001,140.1481178823143,12.68,0,11.08,148.58367007158276,12.426613963851487
2023-02-25,P001,116.06221363207318,12.68,0,159.03,141.53458947748805,15.018652113940151
2023-02-26,P001,156.90569321996412,12.62,0,59.59,143.6450894395785,16.11466049388589
2023-02-27,P001,134.37860687718208,12.7,0,179.22,139.77777100070915,14.27269733004722
2023-02-28,P001,166.09518602207905,12.42,0,131.16,141.89855067024988,17.086914671389874
2023-03-01,P001,121.00294631203668,12.45,0,137.87,140.6544097946696,18.389550157304093
2023-03-02,P001,132.42153147548046,12.6,12,109.53,138.1448993458757,18.099872271470364
2023-03-03,P001,126.76346731608284,12.46,0,181.62,136.23280640784262,18.55426129033248
2023-03-04,P001,149.14953114485562,12.76,0,32.98,140.95956605252584,16.67911288615787
2023-03-05,P001,112.2338964300792,12.67,0,70.88,134.577880796828,18.0506722714764
2023-03-06,P001,129.47531723867397,12.58,0,13.04,133.87741084846968,18.154533200845275
2023-03-07,P001,157.08812509561034,12.41,0,123.24,132.59068785897418,15.634817346800396
2023-03-08,P001,123.9087920617965,12.79,0,13.98,133.0058086803684,15.311098176414436
2023-03-09,P001,107.12806143331748,12.6,0,162.78,129.3924558172023,18.1865360204587
2023-03-10,P001,128.3094906116043,12.88,0,13.24,129.61331628799104,18.15865419116217
2023-03-11,P001,99.0645661217703,12.64,0,70.34,122.45832128469316,19.024655509405576
2023-03-12,P001,114.30667986904324,12.3,0,124.87,122.75443320454517,18.85436166066744
2023-03-13,P001,106.87230106919638,12.55,0,6.38,119.5254308946198,19.43797129902116
2023-03-14,P001,118.4530342078607,12.7,0,183.07,114.00613219636985,10.359889007630482
2023-03-15,P001,152.1023952789329,12.49,0,63.87,118.0337897988179,17.71850355612348
2023-03-16,P001,106.56974742934912,12.64,0,95.56,117.95403065539384,17.776937471671637
2023-03-17,P001,132.74475301709583,12.67,0,15.58,118.58763957046406,18.27948180568319
2023-03-18,P001,114.11506517554491,12.64,0,111.62,120.73771086386044,16.387650886027984
2023-03-19,P001,130.76588069712025,12.51,0,146.07,123.08902526787145,16.491593231789533
2023-03-20,P001,104.07407118275631,12.86,0,48.66,122.68927814123715,16.976962992553638
2023-03-21,P001,124.77081202439912,12.67,0,162.33,123.59181782931407,16.881886792886533
2023-03-22,P001,145.3905239597104,12.79,0,41.01,122.63297906942513,15.087984017110143
2023-03-23,P001,173.24668366791082,12.36,0,186.73,132.15825567493394,22.488837941607418
2023-03-24,P001,78.50864370515535,12.86,0,196.82,124.41024005894245,30.255031689674354
2023-03-25,P001,99.40717092115491,12.53,0,147.05,122.30911230831532,31.57124570163292
2023-03-26,P001,134.6869477179971,12.6,0,102.87,122.86926473986917,31.780389166744804
2023-03-27,P001,137.14362025108102,12.75,0,150.67,127.5934860353441,30.968341011451518
2023-03-28,P001,134.28636850064487,12.73,0,190.59,128.95285124623635,31.032566068286712
2023-03-29,P001,139.4466388579495,12.57,0,58.37,128.10372480312765,30.5859344712708
2023-03-30,P001,149.13893300481462,12.73,0,135.96,124.65976042268532,25.60782217516669
2023-03-31,P001,147.4654277341471,12.75,0,51.2,134.51072956968417,16.56021877185353
2023-04-01,P001,120.76797655771546,12.84,26,135.94,137.56227323204993,9.459255380524331
2023-04-02,P001,114.47264262491898,12.7,0,68.65,134.67451536161022,12.931580209303242
2023-04-03,P001,119.67376882300346,12.51,0,75.13,132.1788223004563,14.015950027437368
2023-04-04,P001,132.86099248928147,12.35,0,134.68,131.9751971559758,13.99055928006495
2023-04-05,P001,108.69119651577356,12.66,0,84.28,127.58156253566496,15.945786080150121
2023-04-06,P001,156.78171854634536,12.67,0,175.65,128.67338904159791,17.819431603140252
2023-04-07,P001,116.925537382275,12.5,0,74.58,124.31054756275906,16.108090389380997
2023-04-08,P001,167.4461120012284,12.67,0,132.45,130.97885262611803,22.70714468740418
2023-04-09,P001,151.8889439111047,12.77,0,218.06,136.32403852414456,22.577519726783578
2023-04-10,P001,172.16213410430967,12.57,0,178.31,143.82237642147402,24.73872974782132
2023-04-11,P001,142.44316664383047,12.62,0,79.54,145.19125844355247,24.29218637471615
2023-04-12,P001,135.63257293372286,12.43,0,67.01,149.0400265032595,19.131495638021683
2023-04-13,P001,127.7922961116722,12.76,0,23.94,144.89868044116332,20.27955363063653
2023-04-14,P001,106.88841871178104,12.58,0,107.44,143.4648063453785,22.78688611326095
2023-04-15,P001,92.85271473320812,12.8,0,132.93,132.8086067356613,26.79257278294617
2023-04-16,P001,95.14889057686946,12.63,0,34.83,124.70288483077056,28.58125142820312
2023-04-17,P001,178.04754518801292,12.86,0,187.42,125.54365784272815,30.248007514080292
2023-04-18,P001,123.02158434289504,12.68,0,166.55,122.76914608545167,29.31590523934153
2023-04-19,P001,95.76596269403478,12.52,0,212.5,117.07391605121052,30.257749550050587
2023-04-20,P001,142.3670769762768,12.62,0,92.32,119.15602760329686,31.590353078788144
2023-04-21,P001,146.9370249595905,12.75,0,63.68,124.87725706726965,32.608446671566
2023-04-22,P001,97.800726603295,12.63,0,83.69,125.5841159058535,31.843195009114172
2023-04-23,P001,155.3021422931062,12.67,0,116.28,134.17743757960162,30.34214978139239
2023-04-24,P001,157.85907182430907,12.69,0,1.5,131.29336995621534,26.14665324877915
2023-04-25,P001,147.30925496007234,12.5,0,88.51,134.76303718724066,26.475463033524218
2023-04-26,P001,129.12923684512282,12.81,0,220.41,139.52921920882468,20.646441609726807
2023-04-27,P001,147.169265697939,12.67,0,139.51,140.21524616906214,20.835369565474807
2023-04-28,P001,122.05443219573128,12.78,0,144.22,136.66059005993938,21.605784500397675
2023-04-29,P001,151.94117717884643,12.76,0,129.05,144.394940142161,13.574029736563638
2023-04-30,P001,114.8365583915378,12.55,0,191.59,138.61414244193696,16.463764344423485
2023-05-01,P001,135.20575075930225,12.85,23,20.9,135.37795371836458,14.108346365892672
2023-05-02,P001,154.3142755627839,12.47,0,220.11,136.37867094732334,15.294284956309083
2023-05-03,P001,92.697413650999,12.8,0,151.22,131.17412477673423,22.617757596785445
2023-05-04,P001,108.07287954057696,12.52,0,137.32,125.58892675425395,22.83578949792527
2023-05-05,P001,131.76955538535907,12.49,0,56.65,126.97680149562935,22.880354879126113
2023-05-06,P001,159.1475094164025,12.37,0,105.03,128.00627752956592,24.308364420874586
2023-05-07,P001,111.81110212557596,12.86,0,184.28,127.5740694915714,24.606618562841163
2023-05-08,P001,93.57207767353457,12.25,0,149.24,121.62640190789027,27.334909619394395
2023-05-09,P001,95.6381624607854,12.74,0,148.85,113.2441000361762,24.488889712836222
2023-05-10,P001,118.11271202406176,12.67,0,7.4,116.87485694661373,22.757762804823564
2023-05-11,P001,102.53464000203536,12.64,0,70.6,116.08367986967924,23.206607876764284
2023-05-12,P001,144.3771433793695,12.73,0,100.5,117.88476386882358,25.04344876593592
2023-05-13,P001,115.25108595038728,12.69,0,18.41,111.61384623082141,17.282443835908094
2023-05-14,P001,111.78460351327683,12.65,0,207.9,111.61006071477867,17.282396330266625
2023-05-15,P001,123.6363863091076,12.62,0,184.76,115.90496194843196,15.717441354300371
2023-05-16,P001,149.89638396308706,12.62,0,24.22,123.65613644876076,17.350967516343818
2023-05-17,P001,106.00369188268624,12.71,0,124.68,121.92627642856428,18.55742788166405
2023-05-18,P001,128.04626752885542,12.61,0,220.79,125.57079464668142,16.50610954552194
2023-05-19,P001,142.12277561539338,12.6,0,173.55,125.24874210897055,16.09489158318266
2023-05-20,P001,137.5584064620439,12.69,0,159.48,128.43550218206434,15.993539528625517
2023-05-21,P001,63.61734314286351,12.92,0,74.28,121.55446498629102,29.233144557869654
2023-05-22,P001,114.20860390077168,12.57,0,87.14,120.20763892795732,29.33822915617473
2023-05-23,P001,178.38683327773077,12.64,0,6.25,124.27770311576356,35.47729146016989
2023-05-24,P001,134.4781931569762,12.56,0,192.81,128.3454890120907,34.65571523800175
2023-05-25,P001,121.44507941336924,12.41,0,50.9,127.4024621384498,34.75488601930198
2023-05-26,P001,137.53032308311788,12.76,0,125.25,126.74639749098188,34.472901449282055
2023-05-27,P001,124.16785333074796,12.62,0,207.55,124.83346132936819,34.14288526344974
2023-05-28,P001,125.13360119327125,12.46,0,67.41,133.62149819371214,21.238681296512137
2023-05-29,P001,136.1717418400678,12.66,0,8.22,136.7590893278973,19.438884699825095
2023-05-30,P001,116.6443119596803,12.42,0,179.77,127.93872913960438,8.107253496098794
2023-05-31,P001,118.00556468737534,12.54,10,199.36,125.58549650108998,8.281551736075535
2023-06-01,P001,125.46705418960715,12.75,0,88.59,126.16006432626682,8.083570504058786
2023-06-02,P001,132.14742853507877,12.66,0,201.57,125.39107939083264,7.005843438626504
2023-06-03,P001,174.67805306954716,12.63,0,193.13,132.6068222106611,19.82310072885573
2023-06-04,P001,123.17725449535652,12.51,0,53.69,132.32734411095902,19.959345738706922
2023-06-05,P001,168.95424857520135,12.64,0,209.57,137.01055935883522,24.37032380865099
2023-06-06,P001,99.4169675856783,12.5,0,42.85,134.54951016254924,27.445621577003298
2023-06-07,P001,126.82685867209352,12.58,0,94.96,135.80969501750897,26.7531730690188
2023-06-08,P001,113.59618438352082,12.66,0,24.15,134.11385647378236,27.870929814628948
2023-06-09,P001,92.88626553142164,12.73,0,9.22,128.50511890183134,31.98013505393422
2023-06-10,P001,99.65553492849013,12.65,0,179.38,117.78761631025175,25.92514494200005
2023-06-11,P001,116.34106849485023,12.74,0,73.6,116.81101831017943,25.8168127932876
2023-06-12,P001,84.84603068932053,12.44,0,36.21,104.79555861219646,14.670219298948972
2023-06-13,P001,134.18241339922247,12.8,0,121.81,109.76205087127421,18.042947287894297
2023-06-14,P001,91.16571163972831,12.57,0,130.26,104.66760129522201,17.446250471842788
2023-06-15,P001,130.05920344310232,12.78,0,110.0,107.01946116087652,19.801199808073502
2023-06-16,P001,133.79191066023645,12.7,0,47.67,112.8631247507072,20.938414009793313
2023-06-17,P001,150.51789546367587,12.54,0,21.45,120.12917625573375,24.16738809736337
2023-06-18,P001,144.6934912168893,12.73,0,55.07,124.17952235888217,25.750710569183806
2023-06-19,P001,163.39424925200956,12.67,0,77.59,135.4006964392663,22.68576122113591
2023-06-20,P001,127.2303080791446,12.51,0,28.65,134.40753853639805,22.89915961756278
2023-06-21,P001,157.0068780299582,12.54,0,131.27,143.81341944928803,13.951161535245506
2023-06-22,P001,140.07923595325175,12.85,0,98.09,145.24485266502367,12.768660267588507
2023-06-23,P001,118.97165884294034,12.61,0,172.41,143.12767383398136,15.842799730497976
2023-06-24,P001,112.31134422033212,12.88,0,96.48,137.66959508493227,19.11571015992393
2023-06-25,P001,122.83390585040485,12.6,0,159.7,134.5467971754345,19.55744419317665
2023-06-26,P001,155.8724153431294,12.55,0,135.52,133.4722494741659,17.839495834632515
2023-06-27,P001,79.54940992394626,12.93,0,43.95,126.66069259485184,27.244006413466895
2023-06-28,P001,129.95865112639353,12.59,0,85.75,122.79666018005689,23.940501412313655
2023-06-29,P001,125.32420394743954,12.76,0,10.36,120.68879846494086,22.787003358301266
2023-06-30,P001,109.7739999087451,12.65,16,0.17,119.37484718862727,23.164571064640224
2023-07-01,P001,132.2232009906573,12.49,0,116.18,122.21939815581656,23.37424132621588
2023-07-02,P001,114.05619897643268,12.71,0,198.56,120.96544003096339,23.570406126258042
2023-07-03,P001,126.28413332544602,12.55,0,133.51,116.73854259986577,18.33988917362879
2023-07-04,P001,137.16361666056216,12.57,0,178.97,124.96914356223947,9.815478636579835
2023-07-05,P001,145.92487217164066,12.59,0,45.46,127.25003228298907,12.622017321027835
2023-07-06,P001,135.91213724696073,12.6,0,100.9,128.76259418292065,12.982040611520125
2023-07-07,P001,96.3592859080169,12.71,0,5.75,126.84620646853091,16.707783376723402
2023-07-08,P001,65.25652704090463,12.69,0,23.25,117.2795387614234,28.280230954267832
2023-07-09,P001,103.66309520214624,12.52,0,56.88,115.79480965081105,28.746638786330443
2023-07-10,P001,100.45838511620832,12.65,0,49.08,112.10541704949138,28.833181495914683
2023-07-11,P001,110.90265385734048,12.7,0,185.09,108.35385093474542,26.655604990361436
2023-07-12,P001,166.7274254897613,12.56,0,105.63,111.3256442659055,32.13824135599718
2023-07-13,P001,180.3707825694324,12.44,0,47.45,117.6768793119729,40.98285723875063
2023-07-14,P001,126.25973726928189,12.58,0,166.12,121.94837236358218,39.93551806070262
2023-07-15,P001,112.39698710060736,12.58,0,139.45,128.68272380068257,31.960592469641384
2023-07-16,P001,170.91746653147098,12.52,0,178.91,138.29049113344325,33.267862752078884
2023-07-17,P001,148.5692698824171,12.47,0,104.08,145.16347467147307,28.82193574467142
2023-07-18,P001,103.9909004878116,12.51,0,44.8,144.17608133296895,30.27313518406586
2023-07-19,P001,97.88466882622578,12.56,0,7.6,134.34140180960674,32.802595381404984
2023-07-20,P001,84.77059592590354,12.57,0,155.92,120.68423228910261,30.246196813762865
2023-07-21,P001,115.85685795190228,12.83,0,211.37,119.19810667233409,30.182091356594828
2023-07-22,P001,98.46766444573444,12.71,0,63.49,117.20820343592368,31.148916073159857
2023-07-23,P001,88.77936538015908,12.55,0,125.71,105.47418898573626,21.52995610891268
2023-07-24,P001,104.4107787510788,12.79,0,136.6,99.1658331098308,10.381164250269473
2023-07-25,P001,148.81758442259562,12.62,0,49.51,105.56964510051421,21.608504900790386
2023-07-26,P001,90.34599422875218,12.56,0,61.09,104.49269158658942,22.234158359439242
2023-07-27,P001,116.35697019388807,12.54,0,56.88,109.00503076773008,20.718021153649865
2023-07-28,P001,92.90865789113572,12.77,0,99.72,105.72671647333485,21.261595561282327
2023-07-29,P001,89.9697539614823,12.64,0,129.46,104.51272926129882,21.975760705350066
2023-07-30,P001,157.66175540098112,12.58,35,187.92,114.35307069284484,28.275603016344135
2023-07-31,P001,117.27548255374732,12.58,0,125.63,116.19088552179747,27.937748460455644
2023-08-01,P001,161.1180739825951,12.69,0,112.35,117.94809831608312,30.592599700025577
2023-08-02,P001,124.16860254511352,12.53,0,140.8,122.77989950413475,28.07382334193656
2023-08-03,P001,170.64800331014476,12.45,0,189.13,130.53576137788568,33.06021004528754
2023-08-04,P001,84.78088870681648,12.82,0,128.04,129.3746514944115,34.70383540917785
2023-08-05,P001,77.37528069358476,12.79,0,218.77,127.575441027569,37.315469666562976
2023-08-06,P001,97.60443517152449,12.48,0,148.08,118.99582385193234,36.13048510122947
2023-08-07,P001,121.93324077639085,12.59,0,44.67,119.66121788373856,36.13641128046129
2023-08-08,P001,113.6110295819283,12.75,0,213.16,112.87449725507189,31.17306033535196
2023-08-09,P001,114.76997758174348,12.78,0,121.3,111.53183654601902,30.805776003150697
2023-08-10,P001,127.50392170073115,12.65,0,131.56,105.36839631610279,19.098190900226488
2023-08-11,P001,146.77650319540084,12.68,0,116.66,114.22491267161483,22.098891548543644
2023-08-12,P001,153.4182591557472,12.78,0,209.29,125.0881953090666,19.50347281095792
2023-08-13,P001,158.2489694342231,12.64,0,191.41,133.75170020373784,18.71362409221517
2023-08-14,P001,96.47865699021236,12.58,0,49.93,130.11533109142664,23.303218178694777
2023-08-15,P001,144.47596748272807,12.89,0,98.56,134.52460793439803,22.56835438619051
2023-08-16,P001,152.1264080507314,12.76,0,104.88,139.86124085853916,21.51047848685325
2023-08-17,P001,112.42183744833363,12.54,0,190.71,137.70665739391094,23.607647143097438
2023-08-18,P001,143.47947845818013,12.73,0,68.46,137.23565386002227,23.428744708415685
2023-08-19,P001,137.00870088838423,12.59,0,104.63,134.891431250399,22.335112893015637
2023-08-20,P001,96.53002261324788,12.54,0,161.51,126.07443884740253,23.717051548898716
2023-08-21,P001,105.57167095534662,12.69,0,114.97,127.3734408424217,22.013755356043497
2023-08-22,P001,122.28652179236376,12.65,0,152.5,124.20352002951252,20.69892948710572
2023-08-23,P001,165.50000123730695,12.86,0,145.6,126.11403334188046,24.051456464408737
2023-08-24,P001,139.5670956320751,12.79,0,64.19,129.99192736812924,23.661070595674605
2023-08-25,P001,139.1737045579698,12.68,0,105.14,129.37681681095634,23.305292822930834
2023-08-26,P001,141.65133484563736,12.78,0,65.42,130.04005023342106,23.62258463765485
2023-08-27,P001,133.47943294437874,12.58,0,193.38,135.31853742358263,18.448258467895986
2023-08-28,P001,99.07610290413749,12.49,0,111.36,134.39059913055274,20.26754364280191
2023-08-29,P001,128.47185922738808,12.66,15,134.86,135.27421876412765,19.780871484474854
2023-08-30,P001,89.97384709579535,12.6,0,103.68,124.48476817248313,21.100305285304028
2023-08-31,P001,136.0212618561818,12.78,0,26.49,123.97822049021268,20.716962654762465
2023-09-01,P001,123.10499745841838,12.65,0,98.69,121.68269090456246,19.613468330429477
2023-09-02,P001,103.70453408828786,12.69,0,171.37,116.26171936779825,18.3797338325887
2023-09-03,P001,102.57382561698512,12.71,0,210.2,111.846632606742,17.230522971922223
2023-09-04,P001,110.63830760514676,12.71,0,110.23,113.49837613545762,16.33310214945626
2023-09-05,P001,104.5572822577104,12.4,0,173.12,110.08200799693225,15.136370766954427
2023-09-06,P001,72.22249977537311,12.62,0,202.76,107.54610123687192,19.826946252724383
2023-09-07,P001,125.6464781315366,12.7,0,86.75,106.06398927620832,17.607096422732262
2023-09-08,P001,108.9272049169044,12.77,0,39.09,104.03859034170632,16.068319890746455
2023-09-09,P001,122.59789058123096,12.52,0,154.65,106.73764126926962,17.523733074041143
2023-09-10,P001,148.46417439048,12.53,0,26.99,113.29340537976888,23.328834908481646
2023-09-11,P001,170.35405117620982,12.46,0,192.23,121.82422588992075,31.63555671919982
2023-09-12,P001,123.5579982915389,12.63,0,105.75,124.5386138947534,30.708668706245046
2023-09-13,P001,143.3288347009697,12.73,0,171.57,134.6966617412672,20.623324381588713
2023-09-14,P001,115.0679797040505,12.8,0,212.17,133.18544768019777,21.753628091535624
2023-09-15,P001,155.16180758125438,12.62,0,137.19,139.79039091796204,20.11816400332615
2023-09-16,P001,144.31365879479546,12.64,0,57.67,142.89264351989982,18.64561263497777
2023-09-17,P001,110.03190412311216,12.6,0,0.18,137.40231919599015,22.074622806862866
2023-09-18,P001,139.90070602931067,12.61,0,38.13,133.0518413178617,16.890196980732657
2023-09-19,P001,110.00041411275872,12.7,0,154.61,131.11504357803594,18.826618862116693
2023-09-20,P001,102.16865594002464,12.6,0,190.13,125.23501804075808,20.709672571604997
2023-09-21,P001,110.93968124415072,12.48,0,18.6,124.64526111791527,21.102513756780247
2023-09-22,P001,85.94331845751799,12.65,0,98.36,114.75690552881007,20.6317726051109
2023-09-23,P001,114.9912666314728,12.58,0,31.28,110.5679923626211,16.11233767374675
2023-09-24,P001,87.13570164248418,12.56,0,181.87,107.29710629395996,18.40080858708107
2023-09-25,P001,140.2775209223858,12.71,0,139.52,107.35093699297069,18.512299015794927
2023-09-26,P001,86.8696959293531,12.86,0,95.97,104.04654868105561,19.967723625839692
2023-09-27,P001,92.02181102768374,12.76,0,186.98,102.59699940786405,20.488286912303625
2023-09-28,P001,168.27758210508807,12.63,34,90.3,110.78812810228366,32.38645777124238
2023-09-29,P001,98.28401718838236,12.7,0,158.22,112.55108506383571,31.119736461328692
2023-09-30,P001,106.30996841285906,12.55,0,156.52,111.31089960403376,31.179209461007922
2023-10-01,P001,133.0557965092393,12.84,0,0.96,117.87091315642735,30.055566639047157
2023-10-02,P001,106.10001426364992,12.64,0,163.36,112.98841220517936,28.547179651584802
2023-10-03,P001,135.36150771628786,12.82,0,146.01,119.91581388902718,26.994118497015762
2023-10-04,P001,120.29809755209442,12.81,0,110.83,123.95528339251442,24.08299589845069
2023-10-05,P001,95.14951140536836,12.7,0,181.91,113.50841614969731,16.234178138289423
2023-10-06,P001,119.78242241633632,12.5,0,118.36,116.57961689654789,14.848378989318629
2023-10-07,P001,74.87098631679075,12.5,0,120.06,112.08833373996671,21.66329063098304
2023-10-08,P001,130.19262998093967,12.54,0,45.33,111.67930995020963,21.223999426555583
2023-10-09,P001,131.23950226440408,12.42,0,104.97,115.27066537888878,22.22587327213892
2023-10-10,P001,101.22345728062004,12.66,0,222.44,110.39380103093625,20.781129760380374
2023-10-11,P001,132.29634448343907,12.76,0,15.6,112.10783630684261,22.181798192538366
2023-10-12,P001,125.3478090380989,12.76,0,80.97,116.42187882580413,21.25099362696399
2023-10-13,P001,94.7049720674361,12.63,0,204.07,112.83938591881838,22.65729970203549
2023-10-14,P001,105.60648844652478,12.59,0,221.42,117.2301719373518,16.103218121485142
2023-10-15,P001,135.3522581444873,12.61,0,16.94,117.96726167500147,16.894098497238616
2023-10-16,P001,73.16025045672336,12.76,0,54.06,109.67022570247566,22.590903872844493
2023-10-17,P001,103.43472050575002,12.58,0,70.53,109.98612044892278,22.468232123759044
2023-10-18,P001,134.28879237950747,12.63,0,157.0,110.27075586264685,22.80802261583559
2023-10-19,P001,102.5913655665029,12.68,0,131.9,107.01983536670456,21.904761614145848
2023-10-20,P001,132.31076431521748,12.75,0,24.29,112.3920914021019,22.96685573047009
2023-10-21,P001,126.17451798262653,12.69,0,0.02,115.33038133583072,23.267770318975597
2023-10-22,P001,72.94618447470401,12.74,0,57.18,106.41522795443312,26.100829129947883
2023-10-23,P001,170.78197745775054,12.71,0,12.5,120.36118895457984,30.992676025556836
2023-10-24,P001,96.53246964225735,12.5,0,80.7,119.37515311693804,31.722159622139994
2023-10-25,P001,101.3217096739002,12.63,0,179.1,114.66556987327986,31.585918355994934
2023-10-26,P001,100.31505582700352,12.61,0,91.51,114.34038276763711,31.74227477545866
2023-10-27,P001,110.03554496175056,12.86,0,195.77,111.15820857428467,30.741246545197814
2023-10-28,P001,169.13344296314105,12.45,33,58.64,117.29519785721531,37.73182835683945
2023-10-29,P001,133.77105519159278,12.44,0,172.03,125.98446510248515,32.45057923720962
2023-10-30,P001,133.51273971712092,12.58,0,143.22,120.6602882823952,26.361810606616316
2023-10-31,P001,90.25598156538838,12.5,0,72.17,119.76364712855677,27.405330466455474
2023-11-01,P001,138.33115846468144,12.76,0,78.29,125.05071124152552,26.818180771779165
2023-11-02,P001,96.91498728453575,12.61,0,216.63,124.56498716403014,27.366048728575766
2023-11-03,P001,102.22478460584584,12.76,0,120.31,123.44916425604374,28.203629412973637
2023-11-04,P001,131.12386957893062,12.73,0,10.27,118.01922520115654,20.56747588715813
2023-11-05,P001,122.73090936159004,12.28,0,138.19,116.44206151115614,19.556729824869624
2023-11-06,P001,156.88806608624984,12.51,0,174.41,119.78139384960312,24.362564646975578
2023-11-07,P001,146.25591776833775,12.53,0,41.15,127.78138473573877,22.144821832621908
2023-11-08,P001,146.5320137290028,12.6,0,94.34,128.95293548778469,22.9965194748764
2023-11-09,P001,139.5018581894714,12.65,0,8.35,135.03677418848977,18.251928845508086
2023-11-10,P001,127.89406572132224,12.33,0,2.89,138.70381434784355,12.104123117435106
2023-11-11,P001,124.44553136221658,12.65,0,40.62,137.74976603117008,13.029008611023697
2023-11-12,P001,112.27362904898584,12.7,0,149.71,136.2558688436552,15.418472635891176
